Company Name,ISIN,Target Qualification,Country,Region,Sector,Status,Date Committed / Target published,About
Aqua America,US03836W1036,,United States of America (USA),North America,Water Utilities,Committed,Jul 2019,
BARRATT DEVELOPMENTS PLC,GB0000811801,,United Kingdom (UK),Europe,Homebuilding,Committed,Jul 2019,
Takasago International Corporation,JP3454400007,,Japan,Asia,Consumer Products and Durables,Committed,Jul 2019,
V. MANE Fils,,,France,Europe,Consumer Products and Durables,Committed,Jul 2019,
White House,,,India,Asia,"Textiles, Apparel, Luxury Goods",Committed,Jul 2019,
Arab Printing Press,,,Lebanon,Asia,Commercial services and supplies,Committed,Jul 2019,
Maple Leaf Foods Inc.,CA5649051078,Well-below 2C,Canada,North America,Food and Beverage Processing,Targets Set,Nov 2019,Canadian consumer packaged meats company Maple Leaf Foods Inc. commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. Maple Leaf Foods Inc. also commits to reduce scope 3 GHG emissions 30% per tonne of product produced by 2030 from a 2018 base year.
FLUXYS BELGIUM,BE0974265945,,Belgium,Europe,Oil & Gas,Committed,Aug 2019,
Shaftesbury PLC,GB0007990962,,United Kingdom (UK),Europe,Real Estate,Committed,Aug 2019,
FullCycle,,,United States of America (USA),North America,"Banks, Diverse Financials and Insurance",Committed,Aug 2019,
Arkhangelsk Pulp and Paper Mill,RU0005418796,,Russia,Europe,Forest and Paper Products,Committed,Aug 2019,
Greenspace Global Pty Limited,,,Australia,Oceania,Software and Services,Committed,Aug 2019,
JK Tyre & Industries Ltd,INE573A01042,,India,Asia,Automobiles and Components,Committed,Aug 2019,
Pier2 Marketing,,,United States of America (USA),North America,Media,Committed,Aug 2019,
La Française des jeux (FDJ),,Well-below 2C,France,Europe,Hospitality,Targets Set,Sep 2019,"Operator of France's national lottery games FDJ commits to reduce absolute scopes 1 and 2 GHG emissions 20% by 2025 from a 2017 base year in addition to increasing active sourcing of renewable electricity from 92% in 2017 to 100% by 2025. FDJ commits to reduce absolute scope 3 GHG emissions from fuel and energy related activities, business travel, and employee commuting 15% by 2025 from a 2017 base year. FDJ also commits that 65% of its suppliers by emissions will set science-based targets by 2024."
thyssenkrupp AG,DE0007500001,Well-below 2C,Germany,Europe,Construction and Engineering,Targets Set,Aug 2019,German multinational conglomerate thyssenkrupp commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. thyssenkrupp also commits to reduce absolute scope 3 GHG emissions 16% by 2030 from a 2017 base year.
Ørsted,DK0060094928,Well-below 2C,Denmark,Europe,Electric Utilities and Energy Related,Targets Set,Aug 2019,"Renewable energy company Ørsted commits to reduce Scope 1 and 2 GHG emissions 98% per kWh by 2025 from a 2006 base year.* Ørsted also commits to reduce absolute Scope 3 GHG emissions 50% by 2032 from a 2018 base year.

*The target boundary includes bioenergy emissions and removals from biogenic sources."
Tokmanni Oy,,,Finland,Europe,Retailing,Committed,Aug 2019,
VIRUTEX ILKO S.A,,,Chile,Latin America,Consumer Products and Durables,Committed,Aug 2019,
"Multiplex Constructions, Middle East",,1.5C,United Arab Emirates (UAE),Asia,Construction and Engineering,Targets Set,Nov 2019,"Multiplex Constructions, Middle East commits to reduce absolute scope 1 and 2 GHG emissions 63% by 2033 from a 2018 base year*. Multiplex Constructions, Middle East commits to reduce scope 3 emissions intensity 30% per square meter by 2033 from a 2018 base year.

*The target boundary includes biogenic emissions and removals from bioenergy feedstocks"
Allied Sustainability and Environmental Consultants Group Limited,,,Hong Kong,Asia,Professional Services,Committed,Aug 2019,
USHIO INC.,JP3156400008,,Japan,Asia,Electrical Equipment and Machinery,Targets Set,Jun 2019,Lighting technologies and designs company Ushio Group commits to reduce absolute scope 1 and 2 GHG emissions 21% by FY2030 from a FY2017 base year. Ushio Group also commits to reduce absolute scope 3 GHG emissions 21% from use of sold products by FY2030 from a FY2017 base year
EASTMAN EXPORTS GLOBAL CLOTHING PVT LTD,,,India,Asia,"Textiles, Apparel, Luxury Goods",Committed,Aug 2019,
PAGO COMPANY LTD,,,Cameroon,Africa,Construction and Engineering,Committed,Aug 2019,
Imperial Brands,,2C,United Kingdom (UK),Europe,Tobacco,Targets Set,Aug 2019,"British multinational tobacco company Imperial Brands commits to reduce absolute scope 1 and 2 GHG emissions 25% by 2030 from a 2017 base year. Imperial Brands commits to reduce absolute scope 3 GHG emissions by 20% by 2030 from a 2017 base year. Imperial Brands also commits that 50% of its suppliers by spend covering purchased goods and services, will set science-based targets by 2023."
OMAX COTSPIN PVT. LTD.,,,India,Asia,"Textiles, Apparel, Luxury Goods",Committed,Aug 2019,
BLG LOGISTICS GROUP AG & Co. KG,DE0005261606,,Germany,Europe,Air Freight Transportation and Logistics,Committed,Aug 2019,
TATA GLOBAL BEVERAGES Ltd.,INE192A01025,,India,Asia,Food and Beverage Processing,Committed,Aug 2019,
Metso Corporation,FI0009007835,2C,Finland,Europe,Electric Utilities and Energy Related,Targets Set,Nov 2019,"Finnish industrial machinery company  Metso Metso commits to reduce absolute scope 1 and 2 GHG emissions 25% by 2030 from a 2018 base year. Metso commits to reduce absolute scope 3 GHG emissions from upstream and downstream transportation 20%, and reduce absolute GHG emissions from the use of sold products 10% by 2025 from 2018 base year. Metso commits that 30% of its suppliers by spend will have science-based targets by 2024."
SC TAILOR STUDIO SRL,,,Romania,Europe,"Textiles, Apparel, Luxury Goods",Committed,Aug 2019,
BRITVIC PLC,GB00B0N8QD54,1.5C,United Kingdom (UK),Europe,Food and Beverage Processing,Targets Set,Dec 2019,"British producer of soft drinks Britvic PLC commits to reduce absolute scope 1 and 2 GHG emissions by 50% by 2025 from a 2017 base year and absolute scope 3 GHG emissions by 35% by 2025 from a 2017 base year.
 
*The target boundary includes bioenergy emissions and removals from biogenic sources."
En+ Group,,,Russia,Europe,"Mining - Metals (Iron, Aluminium, Other Metals)",Committed,Aug 2019,
PensionDanmark,,,Denmark,Europe,"Banks, Diverse Financials and Insurance",Committed,Aug 2019,
ADEC INNOVATIONS,,,United Kingdom (UK),Europe,Professional Services,Committed,Aug 2019,
América Móvil,MXP001691213,,Mexico,Latin America,Telecommunications,Committed,Aug 2019,
"MAAL Associates, LLC",,,United States of America (USA),North America,Professional Services,Committed,Aug 2019,
TDC A/S,DK0060228559,,Denmark,Europe,Telecommunications,Committed,Aug 2019,
Tribe Impact Capital LLP,,,United Kingdom (UK),Europe,"Banks, Diverse Financials and Insurance",Committed,Sep 2019,
Hulamin,ZAE000096210,,South Africa,Africa,"Mining - Metals (Iron, Aluminium, Other Metals)",Committed,Sep 2019,
HFG Sverige AB,,,United Kingdom (UK),Europe,Food and Beverage Processing,Committed,Sep 2019,
Robert Bosch GmbH,,,Germany,Europe,Automobiles and Components,Committed,Sep 2019,
Maeda Corporation,,2C,Japan,Asia,Construction and Engineering,Targets Set,Sep 2019, Building construction and civil engineering company Maeda Corporation commits to reduce absolute scope 1 and 2 GHG emissions 20% by 2030 from a 2018 base year. Maeda Corporation also commits to reduce absolute scope 3 GHG emissions 30% within the same timeframe.
Glovo,,,Spain,Europe,Air Freight Transportation and Logistics,Committed,Sep 2019,
Cybercom Group AB,SE0000702169,,Sweden,Europe,Software and Services,Committed,Sep 2019,
MaCher (USA) Inc.,,,United States of America (USA),North America,Consumer Products and Durables,Committed,Sep 2019,
Bharti Airtel Limited,INE397D01024,,India,Asia,Telecommunications,Committed,Sep 2019,
Polygenta Technologies Limited,INE441D01020,,India,Asia,Chemicals,Committed,Sep 2019,
"Crown Holdings, Inc",US2283681060,,United States of America (USA),North America,Containers and Packaging,Committed,Sep 2019,
Grupo Malwee,,,Brazil,Latin America,"Textiles, Apparel, Luxury Goods",Committed,Sep 2019,
Reliance Jio Infocomm Limited,INE110L08045,,India,Asia,Telecommunications,Committed,Sep 2019,
SCANIA CV,SE0000308280,,Sweden,Europe,Electrical Equipment and Machinery,Committed,Sep 2019,
SkyPower Global,,,Canada,North America,Electric Utilities and Energy Related,Committed,Sep 2019,
AT&T Inc.,US00206R1023,2C,United States of America (USA),North America,Telecommunications,Targets Set,Mar 2020,"AT&T commits* to reduce absolute scope 1 and scope 2 GHG emissions 26% by 2030 from a 2015 base year. AT&T also commits that 50% of its suppliers by spend covering purchased goods and services, capital goods, and downstream leased assets will set science-based scope 1 and scope 2 targets by 2024.

*The target boundary includes biogenic emissions and removals from bioenergy feedstocks."
Verizon,US92343V1044,,United States of America (USA),North America,Telecommunications,Committed,Sep 2019,
"ThoughtWorks, Inc.",,,United States of America (USA),North America,Software and Services,Committed,Sep 2019,
Paul And Mike,,,India,Asia,Food and Beverage Processing,Committed,Sep 2019,
Woolworths Group Limited,AU000000WOW2,,Australia,Oceania,Food and Staples Retailing,Committed,Sep 2019,
SERVIER,,,France,Europe,Pharmaceuticals and Biotech,Committed,Sep 2019,
Globesight,,,United Arab Emirates (UAE),Asia,Professional Services,Committed,Sep 2019,
Microsoft Corporation,US5949181045,1.5C,United States of America (USA),North America,Software and Services,Targets Set,Sep 2019,American multinational technology company Microsoft commits to continue annually source 100% renewable electricity through 2030. Microsoft also commits to reduce scope 3 GHG emissions intensity per unit of revenue 30% by 2030 from a 2017 base year and to avoid growth in absolute scope 3 emissions.
Republic Services,US7607591002,Well-below 2C,United States of America (USA),North America,Solid Waste Management Utilities,Targets Set,Sep 2019,"Solid waste collection, transfer, disposal, recycling, and energy services provider Republic Services, commits to reduce absolute total Scope 1 and 2 GHG emissions 35% by 2030 from a 2017 baseline year*

*The target boundary includes biogenic emissions from biogenic feedstocks"
Swiss Re,CH0126881561,,Switzerland,Europe,"Banks, Diverse Financials and Insurance",Committed,Sep 2019,
Atlassian Corporation Plc,GB00BZ09BD16,,United Kingdom (UK),Europe,Software and Services,Committed,Sep 2019,
Melia Hotels International SA,,Well-below 2C,Spain,Europe,Hospitality,Targets Set,Sep 2019,Spanish hotel chain Melia Hotels International commits to reduce absolute scope 1 and 2 GHG emissions 13% by 2023 and 51% by 2035 from a 2018 base year. Melia Hotels International also commits to reduce absolute scope 3 GHG emissions 6% by 2023 and 21% by 2035 from a 2018 base year. 
Novozymes A/S,,1.5C,Denmark,Europe,Chemicals,Targets Set,Sep 2019,Global biotechnology company Novozymes commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. Novozymes commits to increase annual sourcing of renewable electricity from 37% in 2018 to 100% by 2030. Novozymes also commits to reduce absolute scope 3 GHG emissions from purchased goods and services 15% by 2030 from a 2018 base year.
The Coca-Cola Company,US1912161007,2C,United States of America (USA),North America,Food and Beverage Processing,Targets Set,Sep 2019,"American multinational manufacturer of nonalcoholic beverage concentrates and syrups. The Coca-Cola Company sets a target to reduce absolute scope 1, 2, and 3 GHG emissions 25% by 2030 from a 2015 base-year."
InterContinental Hotels Group PLC,GB00BHJYC057,2C,United Kingdom (UK),Europe,Hospitality,Targets Set,Feb 2020,"British multinational hospitality company InterContinental Hotels Group (IHG) commits to reduce absolute scope 1, 2 and 3 (Fuel and Energy related activities) GHG emissions from its owned, leased and managed hotels, 15% by 2030 from a 2018 base year. IHG also commits to reduce scope 3 GHG emissions from its franchised hotels 46% per square meter by 2030 from a 2018 base year."
MP Pension,,,Denmark,Europe,"Banks, Diverse Financials and Insurance",Committed,Sep 2019,
YASAVA Solutions SA,,,Switzerland,Europe,Air Transportation - Airlines,Committed,Sep 2019,
OXI-ZEN Solutions SA,,,Switzerland,Europe,"Banks, Diverse Financials and Insurance",Committed,Sep 2019,
Wellness Heaven Hotel Guid,,,Germany,Europe,Hospitality,Committed,Sep 2019,
lululemon,US5500211090,,Canada,North America,"Textiles, Apparel, Luxury Goods",Committed,Sep 2019,
"American Eagle Outfitters, Inc.",US02553E1064,,United States of America (USA),North America,"Textiles, Apparel, Luxury Goods",Committed,Sep 2019,
"Nissin Electric Co., Ltd.",JP3677600003,,Japan,Asia,Electrical Equipment and Machinery,Committed,Sep 2019,
Storebrand ASA,NO0003053605,,Norway,Europe,"Banks, Diverse Financials and Insurance",Committed,Sep 2019,
Sustainia,,,Denmark,Europe,Professional Services,Committed,Sep 2019,
SCOOP-STORECODE TEXTEIS S.A.,,,Portugal,Europe,"Textiles, Apparel, Luxury Goods",Committed,Sep 2019,
Community Services.net Pty Ltd (CSnet),,,Australia,Oceania,Professional Services,Committed,Sep 2019,
GSL - Global Star Logistics,,,China,Asia,Water Transportation,Committed,Sep 2019,
Arla Foods,,2C,Denmark,Europe,Food and Beverage Processing,Targets Set,Sep 2019,"Scandinavian multinational cooperative Arla Foods commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2015 base year. Arla Foods commits to reduce scope 3 GHG emissions 30% per kg raw milk by 2030 from a 2015 base year.


*The target boundary includes biogenic emissions and removals from bioenergy feedstocks"
Artistic Milliners,,,Pakistan,Asia,"Textiles, Apparel, Luxury Goods",Committed,Oct 2019,
The Clorox Company,US1890541097,,United States of America (USA),North America,Consumer Products and Durables,Committed,Oct 2019,
Ted Baker,GB0001048619,,United Kingdom (UK),Europe,"Textiles, Apparel, Luxury Goods",Committed,Oct 2019,
CELLNEX TELECOM S.A.,ES0105066007,,Spain,Europe,Telecommunications,Committed,Oct 2019,
Yakima Chief Hops,,,United States of America (USA),North America,Food and Beverage Processing,Committed,Oct 2019,
Lidl Schweiz,,,Switzerland,Europe,Retailing,Committed,Oct 2019,
Miyakoda Construction Corporation,,,Japan,Asia,Homebuilding,Committed,Oct 2019,
The Lux Collective Ltd,,,Singapore,Asia,Hospitality,Committed,Oct 2019,
Amergin Pty Ltd,,,Australia,Oceania,Professional Services,Committed,Oct 2019,
Vattenfall AB,DE0006012008,2C,Sweden,Europe,Electric Utilities and Energy Related,Targets Set,Oct 2019,European energy company Vattenfall commits to reduce absolute scope 1 and 2 GHG emissions 38% by 2030 from a 2017 base year. Vattenfall also commits to reduce absolute scope 3 GHG emissions from use of sold products 20% by 2030 from a 2017 base year.
Syngenta,CH0011037469,Well-below 2C,Switzerland,Europe,Chemicals,Targets Set,Oct 2019," Agriculture company Syngenta AG commits to reduce scopes 1, 2 and 3 GHG emissions 68% per value added by 2030 from a 2016 base year."
Whirlpool Corporation,US9633201069,,United States of America (USA),North America,Consumer Products and Durables,Committed,Oct 2019,
Thermguard,,,South Africa,Africa,Building Products,Committed,Oct 2019,
AMF FASTIGHETER AB,,,Sweden,Europe,Real Estate,Committed,Oct 2019,
Rexel,FR0010451203,Well-below 2C,France,Europe,Electrical Equipment and Machinery,Targets Set,Oct 2019,Electrical distributor Rexel commits to reduce absolute scope 1 and 2 GHG emissions 35% by 2030 from a 2016 base year. Rexel also commits to reduce scope 3 GHG emissions 45% per euro of sales from the use of sold products by 2030 from a 2016 base year.
"TAIHO PHARMACEUTICAL CO., LTD",,2°C ,Japan,Asia,Pharmaceuticals and Biotech,Targets Set,Oct 2019,Japanese pharmaceutical company Taiho Pharmaceutical commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2017 base year. Taiho Pharmaceutical also commits to reduce absolute scope 3 GHG emissions 20% by 2030 from a 2017 base year.
Logitech International,CH0025751329,,Switzerland,Europe,Technology Hardware and Equipment,Committed,Oct 2019,
Elevate Textiles,,,United States of America (USA),North America,"Textiles, Apparel, Luxury Goods",Committed,Oct 2019,
CGP PRIMAGAZ,,,France,Europe,Oil & Gas,Committed,Oct 2019,
JD Logistics,,,China,Asia,Air Freight Transportation and Logistics,Committed,Oct 2019,
Qinetiq,GB00B0WMWD03,,United Kingdom (UK),Europe,Aerospace and Defense,Committed,Oct 2019,
Zalando SE,DE000ZAL1111,,Germany,Europe,"Textiles, Apparel, Luxury Goods",Committed,Oct 2019,
HCL Technologies,INE860A01027,,India,Asia,Software and Services,Committed,Oct 2019,
HEINEKEN N.V.,NL0000009165,,Netherlands,Europe,Food and Beverage Processing,Committed,Nov 2019,
"Nogueira, Elias, Laskowski & Matias Advogados",,,Brazil,Latin America,Specialized Consumer Services,Committed,Nov 2019,
VAUDE Sport,,,Germany,Europe,"Textiles, Apparel, Luxury Goods",Committed,Nov 2019,
EKO BOJACA S.A.S.E.S.P.,,,Colombia,Latin America,Solid Waste Management Utilities,Committed,Nov 2019,
Uxua Casa Hotel & Spa,,,Brazil,Latin America,Hospitality,Committed,Nov 2019,
Vina Polkura SA,,,Chile,Latin America,Food and Beverage Processing,Committed,Nov 2019,
EQUIPOS MÓVILES DE CAMPAÑA ARPA,,,Spain,Europe,Technology Hardware and Equipment,Committed,Nov 2019,
"Cargill, Inc.",,2C,United States of America (USA),North America,Food and Beverage Processing,Targets Set,Nov 2019,"Producers and distributors of agricultural products Cargill commits to reduce absolute Scope 1 &amp; 2 GHG emissions 10% by 2025 from a 2017 base-year. Cargill commits to reduce Scope 3 GHG emissions 30% per ton of product sold by 2030 from a 2017 base-year.

*The target boundary includes biogenic emissions and removals from bioenergy feedstocks"
Bayer AG,DE000BAY0017,,Germany,Europe,Pharmaceuticals and Biotech,Committed,Nov 2019,
Chambers Federation,,,United States of America (USA),North America,"Banks, Diverse Financials and Insurance",Committed,Nov 2019,
New York State Metropolitan Transportation Authority,,,United States of America (USA),North America,Ground Transportation - Highways and Railtracks,Committed,Nov 2019,
DSV Panalpina A/S,,,Denmark,Europe,Air Freight Transportation and Logistics,Committed,Nov 2019,
HITACHI,,,Japan,Asia,Technology Hardware and Equipment,Committed,Sep 2018,
Triciclos,,,Chile,Latin America,Solid Waste Management Utilities,Committed,Nov 2019,
Eco Panplas,,,Brazil,Latin America,Solid Waste Management Utilities,Committed,Nov 2019,
BIAL,,,Portugal,Europe,Pharmaceuticals and Biotech,Committed,Nov 2019,
"Salesforce.com, Inc.",,1.5C,United States of America (USA),North America,Software and Services,Targets Set,Nov 2019,"Cloud-based software company Salesforce.com, Inc. commits to reduce absolute scope 1 and scope 2 GHG emissions by 50% by 2030 from a 2018 base year. Salesforce.com, Inc. commits to reduce absolute scope 3 GHG emissions from fuel and energy related activities by 50% by 2030 from a 2018 base year. Salesforce.com, Inc. also commits that suppliers representing 60% of its scope 3 emissions, covering all upstream emission categories, will set science-based targets by 2024"
Mercedes-Benz AG,,1.5C,Germany,Europe,Automobiles and Components,Targets Set,Nov 2019,German global automobile marque Mercedes-Benz AG commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. Mercedes-Benz AG commits to reduce scope 3 GHG emissions from use of sold products 42% per vehicle kilometer by 2030 from a 2018 base year.
Valio Ltd.,,,Finland,Europe,Food and Beverage Processing,Committed,Nov 2019,
Ecogestus Lda,,,Portugal,Europe,Professional Services,Committed,Nov 2019,
"Efacec Power Solutions, SGPS, S.A.",,,Portugal,Europe,Electrical Equipment and Machinery,Committed,Nov 2019,
"EPAL - Empresa Portugesa das Aguas Livres, S.A.",,,Portugal,Europe,Water Utilities,Committed,Nov 2019,
"Litoral Wines, Unipessoal Lda",,,Portugal,Europe,Food and Beverage Processing,Committed,Nov 2019,
"Novo Banco, SA",,,Portugal,Europe,"Banks, Diverse Financials and Insurance",Committed,Nov 2019,
Quidgest,,,Portugal,Europe,Software and Services,Committed,Nov 2019,
"Tintex Textiles, S.A",,,Portugal,Europe,"Textiles, Apparel, Luxury Goods",Committed,Nov 2019,
TMG Automotive,,,Portugal,Europe,Automobiles and Components,Committed,Nov 2019,
Lars Partners,,,Uruguay,Latin America,"Textiles, Apparel, Luxury Goods",Committed,Nov 2019,
Fidocar,,,Uruguay,Latin America,Automobiles and Components,Committed,Nov 2019,
Lojas Renner S.A.,BRLRENACNOR1,,Brazil,Latin America,"Textiles, Apparel, Luxury Goods",Committed,Nov 2019,
Midwestern Group Ltd.,,,Uganda,Africa,Commercial services and supplies,Committed,Nov 2019,
ICB Food Service,,,Chile,Latin America,Food and Staples Retailing,Committed,Nov 2019,
Multiplex Construction Canada,,,Canada,North America,Construction and Engineering,Committed,Nov 2019,
PNZ-Produkte GmbH,,,Germany,Europe,Forest and Paper Products,Committed,Nov 2019,
Revenga Smart Solution,,,Spain,Europe,Telecommunications,Committed,Nov 2019,
Square Management Consulting,,,France,Europe,Professional Services,Committed,Nov 2019,
"Infraestruturas de Portugal, S.A.",,,Portugal,Europe,Commercial services and supplies,Committed,Nov 2019,
REN - Redes Energéticas Nacionais,PTREL0AM0008,,Portugal,Europe,Electric Utilities and Energy Related,Committed,Nov 2019,
Ambev S.A.,BRABEVACNOR1,,Brazil,North America,Food and Beverage Processing,Committed,Nov 2019,
Dutch-Bangla Pack Ltd.,,,Bangladesh,Asia,Containers and Packaging,Committed,Nov 2019,
"IBERIA, Líneas Aéreas de España, S.A",,,Spain,Europe,Air Transportation - Airlines,Committed,Nov 2019,
Green Innovation Group A/S,,,Denmark,Europe,Professional Services,Committed,Nov 2019,
everis Portugal,,,Portugal,Europe,Software and Services,Committed,Nov 2019,
"NOS, SPGS, S.A.",,,Portugal,Europe,Media,Committed,Nov 2019,
SPADEL SA,,Well-below 2C,Belgium,Europe,Food and Beverage Processing,Targets Set,Nov 2019,European mineral water company Spadel Group commits to reduce absolute scope 1 GHG emissions 40% and absolute scope 2 GHG emissions 80% by 2030 from a 2015 base year. Spadel Group also commits to reduce absolute scope 3 GHG emissions 40% by 2030 from a 2015 base year.
Dr. Reddy’s Laboratories Ltd.,INE089A01023,,India,Asia,Pharmaceuticals and Biotech,Committed,Dec 2019,
Ideal Modular Homes,,,United Kingdom (UK),Europe,Homebuilding,Committed,Dec 2019,
Europa Mundo Vacaciones (EMV),,,Spain,Europe,Hospitality,Committed,Dec 2019,
International Consolidated Airlines Group (IAG),ES0177542018,,United Kingdom (UK),Europe,Air Transportation - Airlines,Committed,Dec 2019,
Intrepid Travel,,,Australia,Oceania,Hospitality,Committed,Dec 2019,
Orbia Advance Corporation S.A.B.,,,Mexico,Latin America,Chemicals,Committed,Dec 2019,
Taiwan Cement Corporation,TW0001101004,,"Taiwan, Province of China",Asia,Construction Materials,Committed,Dec 2019,
Valora Sustainability & Innovation,,,Spain,Europe,Professional Services,Committed,Dec 2019,
Alstom,FR0010220475,,France,Europe,Ground Transportation - Railroads,Committed,Dec 2019,
Bonava AB,SE0008091581,1.5C,Sweden,Europe,Homebuilding,Targets Set,Dec 2019,Residential development company Bonava commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. Bonava also commits to reduce scope 3 GHG emissions 50% per production started living unit by 2030 from a 2018 base year.”
Quiero,,,Spain,Europe,Professional Services,Committed,Dec 2019,
4D Lab,,,Uruguay,Latin America,Education Services,Committed,Dec 2019,
"Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E.M., S.A.",,,Portugal,Europe,Real Estate,Committed,Dec 2019,
Ecovadis,,,France,Europe,Professional Services,Committed,Dec 2019,
Beiersdorf AG,DE0005200000,,Germany,Europe,Consumer Products and Durables,Committed,Dec 2019,
"NR Instant Produce Co., Ltd",,,Thailand,Asia,Food and Beverage Processing,Committed,Dec 2019,
South East Water,,,Australia,Oceania,Water Utilities,Committed,Dec 2019,
UAB Ignitis Grupe,,,Lithuania,Europe,Electric Utilities and Energy Related,Committed,Dec 2019,
Univar Solutions,US91336L1070,,United States of America (USA),North America,Chemicals,Committed,Dec 2019,
Qalaa Holdings,,,Egypt,Africa,Electric Utilities and Energy Related,Committed,Dec 2019,
TenneT Holding B.V.,,,Netherlands,Europe,Electric Utilities and Energy Related,Committed,Dec 2019,
Anritsu Corporation,,2C,Japan,Asia,Technology Hardware and Equipment,Targets Set,Dec 2019,Japanese multinational corporation in the telecommunications electronics equipment market Anritsu commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2015 base year. Anritsu also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and the use of sold product emissions 30% by 2030 from a 2018 base year.
HAZAMA ANDO CORPORATION,,Well-below 2C,Japan,Asia,Construction and Engineering,Targets Set,Dec 2019,Japanese construction company HAZAMA ANDO CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 33% by FY2030 from a FY2017 base year. HAZAMA ANDO CORPORATION also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and the use of sold products by 22% over the same timeframe.
Dawn Meats Group,,2C,Ireland,Europe,Food and Beverage Processing,Targets Set,Dec 2019,"Food company Dawn Meats Group commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2016 base year.* Dawn Meats Group commits to reduce scope 3 GHG emissions of its purchased goods and services 28% per tonne of finished product by 2030 from a 2016 base year.”
*The target boundary includes biogenic emissions from bioenergy feedstocks."
Lenzing AG,,2C,Austria,Europe,"Textiles, Apparel, Luxury Goods",Targets Set,Dec 2019,"International group of companies Lenzing AG commits to reduce scope 1, 2 and 3 (purchased goods and services, upstream and downstream transport, and fuels and energy related activities) GHG emissions 50% per ton of fiber and pulp sold by 2030 from a 2017 base year."
Ronald Lu & Partners,,Well-below 2C,Hong Kong,Asia,Professional Services,Targets Set,Dec 2019,Architect practice Ronald Lu and Partners commits to reduce absolute scope 1 and 2 GHG emissions 21% by 2024 from a 2018 base year. Ronald Lu and Partners also commit to reduce absolute scope 3 GHG emissions 8% by 2024 from a 2018 base year.
PVH Corp.,US6936561009,1.5C,United States of America (USA),North America,"Textiles, Apparel, Luxury Goods",Targets Set,Dec 2019,"American clothing company PVH commits to reduce absolute scope 1, 2 and 3 GHG emissions by 30% by 2030 from a 2017 base year. PVH also commits to increase annual sourcing of renewable electricity from 22% in 2018 to 100% by 2030."
VF Corporation,,1.5C,United States of America (USA),North America,"Textiles, Apparel, Luxury Goods",Targets Set,Dec 2019,American apparel and footwear company VF Corporation commits to reduce absolute scope 1 and 2 GHG emissions 55% by 2030 from a 2017 base year. VF Corporation also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and upstream transportation 30% by 2030 from a 2017 base year.
H&M Hennes & Mauritz AB,,1.5C,Sweden,Europe,Retailing,Targets Set,Dec 2019,"Swedish multinational clothing-retail company H&M group commits to reduce absolute scope 1 and 2 GHG emissions 40% by 2030 from a 2017 base-year. H&M group also commits to reduce absolute scope 3 GHG emissions from purchased raw materials, fabric and garment 59% per piece by 2030 from a 2017 base-year. H&M Hennes & Mauritz AB commits to increase annual sourcing of renewable electricity from 95% in 2017 to 100% by 2030."
Coop Danmark A/S,,,Denmark,Europe,Retailing,Committed,Dec 2019,
Europcar Mobility Group,FR0012789949,,France,Europe,Ground Transportation - Trucking,Committed,Dec 2019,
An Post,,,Ireland,Europe,Retailing,Committed,Dec 2019,
Tendam Retail S.A.,,,Spain,Europe,Retailing,Committed,Dec 2019,
Yarra Valley Water,,,Australia,Oceania,Water Utilities,Committed,Dec 2019,
Grundfos Holding A/S,,,Denmark,Europe,Electrical Equipment and Machinery,Committed,Dec 2019,
Abreu Advogados,,,Portugal,Europe,Specialized Consumer Services,Committed,Dec 2019,
Scapa Inter AB,GB0007281198,,Sweden,Europe,Consumer Products and Durables,Committed,Dec 2019,
Fabege AB,SE0011166974,,Sweden,Europe,Real Estate,Committed,Dec 2019,
Diam,,,France,Europe,Retailing,Committed,Dec 2019,
Drax Group plc,GB00B1VNSX38,,United Kingdom (UK),Europe,Electric Utilities and Energy Related,Committed,Dec 2019,
Ecolab,US2788651006,,United States of America (USA),North America,Chemicals,Committed,Dec 2019,
ABP Food Group,,2C,Ireland,Europe,Food and Beverage Processing,Targets Set,Dec 2019,Privately owned food processors ABP Food Group commits to reduce absolute scope 1 and 2 GHG emissions 27% by 2030 from a 2016 base year. ABP Food Group also commits to reduce absolute scope 3 GHG emissions from purchased goods and services (raw materials and packaging) 17% by 2030 from a 2016 base year.
